TrialID,Scenario,Condition,StartTime,EndTime,DurationSeconds,Success,Collisions,BlinkRatePerMin
1,Navigation,UniformQ50,13:27:16.742,13:28:17.197,60.48,1,0,0.0
2,Navigation,Foveated_90_5,15:46:01.404,15:47:54.216,112.83,1,0,0.00
3,Navigation,InverseFoveated_5_90,15:50:37.088,15:51:46.005,68.93,1,0,0.00
