timestamp,gaze_origin_x,gaze_origin_y,gaze_origin_z,gaze_dir_x,gaze_dir_y,gaze_dir_z,left_eye_open,right_eye_open,head_pos_x,head_pos_y,head_pos_z,head_rot_x,head_rot_y,head_rot_z,pupil_diameter_left,pupil_diameter_right,pupil_valid_left,pupil_valid_right
394.127,0.2868,1.0502,0.1949,-0.7280,-0.5124,-0.4555,1.000,1.000,0.2978,1001.0520,0.2019,15.124,243.132,354.092,6.414,3.752,1,1
394.147,0.2868,1.0502,0.1949,-0.7280,-0.5124,-0.4555,1.000,1.000,0.2976,1001.0520,0.2019,15.081,243.090,354.031,6.414,3.752,1,1
394.153,0.2868,1.0505,0.1948,-0.7283,-0.5100,-0.4577,1.000,1.000,0.2977,1001.0530,0.2018,14.942,243.000,353.958,6.410,3.759,1,1
394.163,0.2867,1.0506,0.1947,-0.7293,-0.5063,-0.4601,1.000,1.000,0.2975,1001.0530,0.2018,14.780,242.935,353.972,6.412,3.772,1,1
394.183,0.2867,1.0506,0.1947,-0.7293,-0.5063,-0.4601,1.000,1.000,0.2975,1001.0530,0.2017,14.744,242.883,354.063,6.419,3.774,1,1
394.189,0.2867,1.0506,0.1946,-0.7288,-0.5064,-0.4609,1.000,1.000,0.2975,1001.0530,0.2016,14.765,242.822,354.069,6.419,3.774,1,1
394.197,0.2865,1.0505,0.1946,-0.7287,-0.5061,-0.4613,1.000,1.000,0.2974,1001.0530,0.2017,14.768,242.803,354.067,6.429,3.778,1,1
394.208,0.2866,1.0504,0.1944,-0.7280,-0.5064,-0.4622,1.000,1.000,0.2974,1001.0530,0.2016,14.795,242.776,354.045,6.437,3.780,1,1
394.228,0.2864,1.0502,0.1944,-0.7277,-0.5062,-0.4629,1.000,1.000,0.2974,1001.0530,0.2015,14.799,242.748,354.010,6.456,3.783,1,1
394.246,0.2864,1.0502,0.1944,-0.7280,-0.5056,-0.4630,1.000,1.000,0.2972,1001.0520,0.2015,14.826,242.701,353.988,6.469,3.788,1,1
394.251,0.2864,1.0501,0.1942,-0.7275,-0.5053,-0.4641,1.000,1.000,0.2972,1001.0520,0.2013,14.837,242.625,353.971,6.466,3.792,1,1
394.256,0.2864,1.0500,0.1942,-0.7266,-0.5068,-0.4639,1.000,1.000,0.2972,1001.0520,0.2013,14.938,242.622,353.923,6.466,3.792,1,1
394.263,0.2862,1.0498,0.1941,-0.7264,-0.5054,-0.4657,1.000,1.000,0.2972,1001.0520,0.2012,14.919,242.595,353.938,6.451,3.796,1,1
394.283,0.2862,1.0498,0.1941,-0.7264,-0.5054,-0.4657,1.000,1.000,0.2970,1001.0520,0.2012,14.943,242.545,353.953,6.451,3.796,1,1
394.289,0.2862,1.0496,0.1940,-0.7261,-0.5052,-0.4664,1.000,1.000,0.2970,1001.0520,0.2011,14.967,242.491,353.973,6.452,3.797,1,1
394.297,0.2862,1.0495,0.1939,-0.7251,-0.5066,-0.4665,1.000,1.000,0.2970,1001.0520,0.2010,15.070,242.460,353.965,6.454,3.792,1,1
394.308,0.2861,1.0492,0.1939,-0.7246,-0.5076,-0.4662,1.000,1.000,0.2968,1001.0520,0.2010,15.073,242.461,354.025,6.465,3.786,1,1
394.327,0.2860,1.0491,0.1939,-0.7242,-0.5078,-0.4666,1.000,1.000,0.2969,1001.0520,0.2010,15.188,242.450,353.970,6.457,3.786,1,1
394.346,0.2860,1.0491,0.1939,-0.7242,-0.5078,-0.4666,1.000,1.000,0.2967,1001.0510,0.2010,15.283,242.443,353.950,6.457,3.786,1,1
394.351,0.2860,1.0490,0.1936,-0.7234,-0.5081,-0.4674,1.000,1.000,0.2968,1001.0510,0.2008,15.325,242.403,353.862,6.449,3.787,1,1
394.356,0.2861,1.0490,0.1936,-0.7233,-0.5077,-0.4680,1.000,1.000,0.2968,1001.0510,0.2007,15.329,242.380,353.823,6.443,3.785,1,1
394.363,0.2860,1.0488,0.1933,-0.7229,-0.5069,-0.4696,1.000,1.000,0.2966,1001.0510,0.2006,15.338,242.349,353.800,6.440,3.786,1,1
