t,event,bytes_total,bytes_periph,bytes_fovea,cmd_received,gaze_uv,quality_mode,crop_x,crop_y,crop_w,crop_h,delta_ms
1779385639.7296,server_start,0,0,0,,,gaze-p5-f70,,,,,
1779385669.8552,gaze_received,0,0,0,,"0.499,0.499",gaze,,,,,
1779385669.8893,gaze_received,0,0,0,,"0.514,0.523",gaze,,,,,
1779385669.9231,gaze_received,0,0,0,,"0.527,0.546",gaze,,,,,
1779385669.9566,gaze_received,0,0,0,,"0.540,0.569",gaze,,,,,
1779385669.9904,gaze_received,0,0,0,,"0.554,0.591",gaze,,,,,
1779385670.0243,gaze_received,0,0,0,,"0.567,0.613",gaze,,,,,
1779385670.0582,gaze_received,0,0,0,,"0.581,0.635",gaze,,,,,
1779385670.0920,gaze_received,0,0,0,,"0.594,0.657",gaze,,,,,
1779385670.1256,gaze_received,0,0,0,,"0.607,0.677",gaze,,,,,
1779385670.1413,frame_sent,9127,6308,2803,,"0.607,0.677",gaze,288,55,200,200,-270.5
1779385670.1595,gaze_received,0,0,0,,"0.620,0.698",gaze,,,,,
1779385670.1595,frame_sent,8871,6290,2565,,"0.607,0.677",gaze,288,55,200,200,15.7
1779385670.1932,gaze_received,0,0,0,,"0.633,0.717",gaze,,,,,
1779385670.1942,frame_sent,8422,6285,2121,,"0.633,0.717",gaze,304,35,200,200,-1.2
1779385670.2271,gaze_received,0,0,0,,"0.645,0.736",gaze,,,,,
1779385670.2448,frame_sent,8394,6291,2087,,"0.645,0.736",gaze,312,26,200,200,16.0
1779385670.2607,gaze_received,0,0,0,,"0.658,0.754",gaze,,,,,
1779385670.2948,gaze_received,0,0,0,,"0.670,0.772",gaze,,,,,
1779385670.2958,frame_sent,8269,6285,1968,,"0.670,0.772",gaze,328,9,200,200,-0.7
1779385670.3284,gaze_received,0,0,0,,"0.682,0.788",gaze,,,,,
1779385670.3485,frame_sent,8270,6305,1949,,"0.682,0.788",gaze,336,1,200,200,16.6
1779385670.3621,gaze_received,0,0,0,,"0.694,0.803",gaze,,,,,
1779385670.3958,gaze_received,0,0,0,,"0.706,0.818",gaze,,,,,
1779385670.3978,frame_sent,8082,6303,1763,,"0.706,0.818",gaze,351,0,200,187,0.0
1779385670.4294,gaze_received,0,0,0,,"0.717,0.831",gaze,,,,,
1779385670.4485,frame_sent,8079,6280,1783,,"0.717,0.831",gaze,358,0,200,181,17.1
1779385670.4632,gaze_received,0,0,0,,"0.728,0.843",gaze,,,,,
1779385670.4967,gaze_received,0,0,0,,"0.739,0.854",gaze,,,,,
1779385670.4993,frame_sent,8028,6272,1740,,"0.739,0.854",gaze,372,0,200,170,1.0
1779385670.5304,gaze_received,0,0,0,,"0.750,0.864",gaze,,,,,
1779385670.5525,frame_sent,8016,6267,1733,,"0.750,0.864",gaze,379,0,200,165,18.5
1779385670.5641,gaze_received,0,0,0,,"0.760,0.873",gaze,,,,,
1779385670.5980,gaze_received,0,0,0,,"0.770,0.881",gaze,,,,,
1779385670.6024,frame_sent,8025,6257,1752,,"0.770,0.881",gaze,392,0,200,157,1.6
1779385670.6318,gaze_received,0,0,0,,"0.780,0.887",gaze,,,,,
1779385670.6533,frame_sent,7938,6244,1678,,"0.780,0.887",gaze,399,0,200,154,19.3
1779385670.6658,gaze_received,0,0,0,,"0.790,0.892",gaze,,,,,
1779385670.6995,gaze_received,0,0,0,,"0.799,0.896",gaze,,,,,
1779385670.7062,frame_sent,7924,6228,1680,,"0.799,0.896",gaze,411,0,200,149,2.5
1779385670.7332,gaze_received,0,0,0,,"0.807,0.898",gaze,,,,,
1779385670.7551,frame_sent,7869,6194,1659,,"0.807,0.898",gaze,416,0,200,149,20.2
1779385670.7669,gaze_received,0,0,0,,"0.816,0.900",gaze,,,,,
1779385670.8010,gaze_received,0,0,0,,"0.824,0.899",gaze,,,,,
1779385670.8064,frame_sent,7929,6193,1720,,"0.824,0.899",gaze,427,0,200,148,3.4
1779385670.8348,gaze_received,0,0,0,,"0.832,0.898",gaze,,,,,
1779385670.8574,frame_sent,7878,6186,1676,,"0.832,0.898",gaze,432,0,200,149,20.9
1779385670.8685,gaze_received,0,0,0,,"0.839,0.895",gaze,,,,,
1779385670.9024,gaze_received,0,0,0,,"0.846,0.891",gaze,,,,,
1779385670.9088,frame_sent,7945,6186,1743,,"0.846,0.891",gaze,441,0,199,152,4.7
1779385670.9363,gaze_received,0,0,0,,"0.853,0.885",gaze,,,,,
1779385670.9605,frame_sent,7957,6178,1763,,"0.853,0.885",gaze,445,0,195,155,21.8
1779385670.9702,gaze_received,0,0,0,,"0.859,0.879",gaze,,,,,
1779385671.0037,gaze_received,0,0,0,,"0.865,0.871",gaze,,,,,
1779385671.0112,frame_sent,7966,6170,1780,,"0.865,0.871",gaze,453,0,187,161,5.5
1779385671.0373,gaze_received,0,0,0,,"0.870,0.862",gaze,,,,,
1779385671.0615,frame_sent,7926,6173,1737,,"0.870,0.862",gaze,456,0,184,166,23.0
1779385671.0711,gaze_received,0,0,0,,"0.875,0.851",gaze,,,,,
1779385671.1047,gaze_received,0,0,0,,"0.879,0.840",gaze,,,,,
1779385671.1140,frame_sent,7983,6168,1799,,"0.879,0.840",gaze,462,0,178,176,6.9
1779385671.1388,gaze_received,0,0,0,,"0.883,0.827",gaze,,,,,
1779385671.1655,frame_sent,8003,6174,1813,,"0.883,0.827",gaze,465,0,175,183,24.5
1779385671.1727,gaze_received,0,0,0,,"0.887,0.813",gaze,,,,,
1779385671.2066,gaze_received,0,0,0,,"0.890,0.799",gaze,,,,,
1779385671.2168,frame_sent,8133,6171,1946,,"0.890,0.799",gaze,469,0,171,196,7.9
1779385671.2402,gaze_received,0,0,0,,"0.893,0.783",gaze,,,,,
1779385671.2673,frame_sent,8108,6173,1919,,"0.893,0.783",gaze,471,4,169,200,24.8
1779385671.2738,gaze_received,0,0,0,,"0.895,0.766",gaze,,,,,
1779385671.3074,gaze_received,0,0,0,,"0.897,0.749",gaze,,,,,
1779385671.3253,frame_sent,8075,6171,1888,,"0.897,0.749",gaze,474,20,166,200,9.1
1779385671.3409,gaze_received,0,0,0,,"0.898,0.731",gaze,,,,,
1779385671.3687,frame_sent,8082,6176,1890,,"0.898,0.731",gaze,474,29,166,200,26.6
1779385671.3748,gaze_received,0,0,0,,"0.899,0.712",gaze,,,,,
1779385671.4085,gaze_received,0,0,0,,"0.900,0.692",gaze,,,,,
1779385671.4215,frame_sent,8174,6171,1987,,"0.900,0.692",gaze,475,47,165,200,10.0
1779385671.4420,gaze_received,0,0,0,,"0.900,0.672",gaze,,,,,
1779385671.4715,frame_sent,8246,6176,2054,,"0.900,0.672",gaze,475,57,165,200,27.1
1779385671.4760,gaze_received,0,0,0,,"0.899,0.650",gaze,,,,,
1779385671.5098,gaze_received,0,0,0,,"0.898,0.629",gaze,,,,,
1779385671.5405,frame_sent,8280,6172,2092,,"0.898,0.629",gaze,474,78,166,200,11.1
1779385671.5437,gaze_received,0,0,0,,"0.897,0.607",gaze,,,,,
1779385671.5747,frame_sent,8347,6171,2160,,"0.897,0.607",gaze,474,88,166,200,28.6
1779385671.5775,gaze_received,0,0,0,,"0.895,0.585",gaze,,,,,
1779385671.6113,gaze_received,0,0,0,,"0.893,0.562",gaze,,,,,
1779385671.6256,frame_sent,8476,6173,2287,,"0.893,0.562",gaze,471,110,169,200,11.9
1779385671.6449,gaze_received,0,0,0,,"0.890,0.540",gaze,,,,,
1779385671.6766,frame_sent,8599,6171,2412,,"0.890,0.540",gaze,469,121,171,200,29.4
1779385671.6786,gaze_received,0,0,0,,"0.887,0.517",gaze,,,,,
1779385671.7123,gaze_received,0,0,0,,"0.883,0.493",gaze,,,,,
1779385671.7268,frame_sent,8660,6171,2473,,"0.883,0.493",gaze,465,143,175,200,13.3
1779385671.7460,gaze_received,0,0,0,,"0.879,0.470",gaze,,,,,
1779385671.7796,gaze_received,0,0,0,,"0.875,0.447",gaze,,,,,
1779385671.7796,frame_sent,8794,6176,2602,,"0.879,0.470",gaze,462,154,178,200,30.6
1779385671.8132,gaze_received,0,0,0,,"0.870,0.425",gaze,,,,,
1779385671.8284,frame_sent,8840,6175,2649,,"0.870,0.425",gaze,456,175,184,200,13.9
1779385671.8470,gaze_received,0,0,0,,"0.865,0.402",gaze,,,,,
1779385671.8807,frame_sent,8936,6178,2742,,"0.865,0.402",gaze,453,186,187,200,30.5
1779385671.8807,gaze_received,0,0,0,,"0.859,0.380",gaze,,,,,
1779385671.9143,gaze_received,0,0,0,,"0.853,0.359",gaze,,,,,
1779385671.9300,frame_sent,8949,6161,2772,,"0.853,0.359",gaze,445,207,195,200,13.5
1779385671.9481,gaze_received,0,0,0,,"0.846,0.337",gaze,,,,,
1779385671.9804,frame_sent,9047,6161,2870,,"0.846,0.337",gaze,441,218,199,200,30.6
1779385671.9820,gaze_received,0,0,0,,"0.839,0.317",gaze,,,,,
1779385672.0156,gaze_received,0,0,0,,"0.832,0.297",gaze,,,,,
1779385672.0320,frame_sent,8945,6169,2760,,"0.832,0.297",gaze,432,237,200,200,14.6
1779385672.0495,gaze_received,0,0,0,,"0.824,0.277",gaze,,,,,
1779385672.0831,gaze_received,0,0,0,,"0.816,0.258",gaze,,,,,
1779385672.0836,frame_sent,8723,6169,2538,,"0.816,0.258",gaze,422,256,200,200,-1.7
1779385672.1170,gaze_received,0,0,0,,"0.808,0.241",gaze,,,,,
1779385672.1349,frame_sent,8627,6169,2442,,"0.808,0.241",gaze,416,264,200,200,15.7
1779385672.1506,gaze_received,0,0,0,,"0.799,0.224",gaze,,,,,
1779385672.1841,gaze_received,0,0,0,,"0.790,0.207",gaze,,,,,
1779385672.1873,frame_sent,8484,6164,2304,,"0.790,0.207",gaze,405,280,200,200,0.0
1779385672.2177,gaze_received,0,0,0,,"0.781,0.192",gaze,,,,,
1779385672.2370,frame_sent,8444,6177,2251,,"0.781,0.192",gaze,399,287,200,193,17.1
