timestamp,gaze_origin_x,gaze_origin_y,gaze_origin_z,gaze_dir_x,gaze_dir_y,gaze_dir_z,left_eye_open,right_eye_open,head_pos_x,head_pos_y,head_pos_z,head_rot_x,head_rot_y,head_rot_z,pupil_diameter_left,pupil_diameter_right,pupil_valid_left,pupil_valid_right
158.484,0.2654,1.1094,0.2982,-0.9298,0.3654,0.0446,1.000,1.000,0.2682,1001.1080,0.2961,351.934,293.994,1.575,5.198,5.598,1,1
158.491,0.2654,1.1094,0.2982,-0.9298,0.3654,0.0446,1.000,1.000,0.2682,1001.1080,0.2962,351.903,293.969,1.603,5.198,5.598,1,1
158.499,0.2654,1.1094,0.2982,-0.9297,0.3654,0.0465,1.000,1.000,0.2682,1001.1080,0.2962,351.917,293.939,1.622,5.191,5.594,1,1
158.510,0.2654,1.1093,0.2983,-0.9295,0.3652,0.0519,1.000,1.000,0.2682,1001.1080,0.2963,351.947,293.919,1.609,5.184,5.598,1,1
158.528,0.2655,1.1092,0.2984,-0.9293,0.3651,0.0550,1.000,1.000,0.2682,1001.1080,0.2963,351.982,293.918,1.588,5.197,5.589,1,1
158.548,0.2655,1.1092,0.2984,-0.9292,0.3654,0.0560,1.000,1.000,0.2683,1001.1080,0.2964,352.042,293.935,1.544,5.202,5.575,1,1
158.554,0.2657,1.1093,0.2986,-0.9292,0.3652,0.0571,1.000,1.000,0.2685,1001.1080,0.2966,352.082,293.982,1.475,5.202,5.575,1,1
158.559,0.2658,1.1093,0.2986,-0.9287,0.3662,0.0589,1.000,1.000,0.2685,1001.1080,0.2966,352.068,294.003,1.395,5.205,5.583,1,1
158.565,0.2660,1.1093,0.2988,-0.9286,0.3661,0.0603,1.000,1.000,0.2686,1001.1080,0.2967,352.086,294.015,1.381,5.200,5.580,1,1
158.583,0.2660,1.1093,0.2988,-0.9284,0.3665,0.0608,1.000,1.000,0.2688,1001.1080,0.2967,352.129,294.044,1.368,5.199,5.573,1,1
158.588,0.2662,1.1093,0.2988,-0.9282,0.3667,0.0629,1.000,1.000,0.2689,1001.1080,0.2968,352.159,294.100,1.302,5.198,5.574,1,1
158.599,0.2663,1.1093,0.2988,-0.9281,0.3668,0.0636,1.000,1.000,0.2690,1001.1080,0.2968,352.170,294.132,1.264,5.198,5.574,1,1
158.610,0.2665,1.1093,0.2988,-0.9273,0.3684,0.0656,1.000,1.000,0.2691,1001.1080,0.2968,352.179,294.185,1.196,5.192,5.552,1,1
158.629,0.2665,1.1094,0.2988,-0.9267,0.3699,0.0665,1.000,1.000,0.2692,1001.1080,0.2968,352.138,294.224,1.154,5.192,5.537,1,1
158.648,0.2665,1.1094,0.2988,-0.9266,0.3700,0.0669,1.000,1.000,0.2693,1001.1080,0.2967,352.077,294.253,1.110,5.192,5.537,1,1
158.654,0.2665,1.1098,0.2987,-0.9252,0.3737,0.0668,1.000,1.000,0.2693,1001.1080,0.2966,351.889,294.246,0.990,5.187,5.538,1,1
158.660,0.2665,1.1099,0.2986,-0.9249,0.3746,0.0654,1.000,1.000,0.2693,1001.1080,0.2966,351.766,294.219,1.158,5.187,5.538,1,1
158.667,0.2663,1.1103,0.2986,-0.9239,0.3774,0.0632,1.000,1.000,0.2692,1001.1090,0.2966,351.691,294.198,1.221,5.195,5.539,1,1
158.685,0.2663,1.1103,0.2986,-0.9239,0.3774,0.0632,1.000,1.000,0.2691,1001.1090,0.2965,351.564,294.130,1.234,5.195,5.539,1,1
158.691,0.2662,1.1104,0.2985,-0.9232,0.3795,0.0614,1.000,1.000,0.2689,1001.1090,0.2965,351.420,294.038,1.248,5.192,5.549,1,1
158.698,0.2661,1.1106,0.2984,-0.9229,0.3804,0.0597,1.000,1.000,0.2688,1001.1090,0.2964,351.310,293.968,1.391,5.187,5.558,1,1
158.710,0.2658,1.1107,0.2984,-0.9223,0.3825,0.0547,1.000,1.000,0.2687,1001.1090,0.2964,351.163,293.854,1.490,5.192,5.564,1,1
158.728,0.2656,1.1107,0.2984,-0.9226,0.3822,0.0520,1.000,1.000,0.2685,1001.1090,0.2964,351.078,293.742,1.648,5.182,5.568,1,1
158.748,0.2656,1.1107,0.2984,-0.9226,0.3823,0.0520,1.000,1.000,0.2684,1001.1090,0.2965,351.008,293.601,1.805,5.192,5.568,1,1
158.754,0.2654,1.1106,0.2986,-0.9230,0.3818,0.0481,1.000,1.000,0.2682,1001.1090,0.2967,350.991,293.391,1.950,5.192,5.568,1,1
158.759,0.2654,1.1105,0.2987,-0.9239,0.3798,0.0470,1.000,1.000,0.2681,1001.1090,0.2967,351.085,293.322,2.031,5.199,5.567,1,1
158.765,0.2652,1.1105,0.2989,-0.9241,0.3796,0.0448,1.000,1.000,0.2681,1001.1090,0.2968,351.075,293.254,2.052,5.195,5.564,1,1
158.783,0.2652,1.1105,0.2989,-0.9241,0.3796,0.0448,1.000,1.000,0.2680,1001.1090,0.2970,351.086,293.170,2.047,5.195,5.564,1,1
158.789,0.2652,1.1105,0.2991,-0.9242,0.3794,0.0435,1.000,1.000,0.2680,1001.1090,0.2972,351.101,293.069,2.035,5.190,5.572,1,1
158.798,0.2652,1.1105,0.2993,-0.9244,0.3791,0.0424,1.000,1.000,0.2680,1001.1090,0.2974,351.127,292.991,2.018,5.190,5.572,1,1
158.810,0.2653,1.1104,0.2997,-0.9246,0.3787,0.0412,1.000,1.000,0.2680,1001.1090,0.2976,351.178,292.913,1.966,5.207,5.612,1,1
158.828,0.2654,1.1104,0.2999,-0.9246,0.3787,0.0408,1.000,1.000,0.2681,1001.1090,0.2978,351.202,292.834,1.871,5.233,5.596,1,1
158.849,0.2654,1.1104,0.2999,-0.9246,0.3787,0.0411,1.000,1.000,0.2682,1001.1090,0.2980,351.238,292.752,1.801,5.230,5.583,1,1
