t,event,bytes_total,bytes_periph,bytes_fovea,cmd_received,gaze_uv,quality_mode,crop_x,crop_y,crop_w,crop_h,delta_ms
1779386828.0997,server_start,0,0,0,,,gaze-p25-f90,,,,,
1779386830.4899,gaze_received,0,0,0,,"0.499,0.499",gaze,,,,,
1779386830.5235,gaze_received,0,0,0,,"0.513,0.523",gaze,,,,,
1779386830.5579,gaze_received,0,0,0,,"0.527,0.546",gaze,,,,,
1779386830.5918,gaze_received,0,0,0,,"0.541,0.569",gaze,,,,,
1779386830.6325,gaze_received,0,0,0,,"0.557,0.596",gaze,,,,,
1779386830.6676,gaze_received,0,0,0,,"0.571,0.619",gaze,,,,,
1779386830.7038,gaze_received,0,0,0,,"0.584,0.642",gaze,,,,,
1779386830.7376,gaze_received,0,0,0,,"0.598,0.663",gaze,,,,,
1779386830.7712,gaze_received,0,0,0,,"0.611,0.684",gaze,,,,,
1779386830.7761,frame_sent,14271,8940,5315,,"0.611,0.684",gaze,290,51,200,200,-281.3
1779386830.7953,frame_sent,13906,8872,5018,,"0.611,0.684",gaze,290,51,200,200,4.9
1779386830.8064,gaze_received,0,0,0,,"0.624,0.705",gaze,,,,,
1779386830.8297,frame_sent,13466,8804,4646,,"0.624,0.705",gaze,299,41,200,200,20.3
1779386830.8461,gaze_received,0,0,0,,"0.639,0.727",gaze,,,,,
1779386830.8797,frame_sent,13068,8783,4269,,"0.639,0.727",gaze,308,31,200,200,31.5
1779386830.8834,gaze_received,0,0,0,,"0.653,0.748",gaze,,,,,
1779386830.9175,gaze_received,0,0,0,,"0.666,0.766",gaze,,,,,
1779386830.9322,frame_sent,12579,8748,3815,,"0.666,0.766",gaze,326,12,200,200,11.2
1779386830.9519,gaze_received,0,0,0,,"0.678,0.783",gaze,,,,,
1779386830.9829,frame_sent,12506,8761,3729,,"0.678,0.783",gaze,333,4,200,200,27.5
1779386830.9870,gaze_received,0,0,0,,"0.691,0.799",gaze,,,,,
1779386831.0215,gaze_received,0,0,0,,"0.702,0.814",gaze,,,,,
1779386831.0394,frame_sent,12146,8744,3386,,"0.702,0.814",gaze,349,0,200,189,8.5
1779386831.0554,gaze_received,0,0,0,,"0.714,0.828",gaze,,,,,
1779386831.0843,frame_sent,11973,8709,3248,,"0.714,0.828",gaze,356,0,200,182,26.4
1779386831.0892,gaze_received,0,0,0,,"0.725,0.840",gaze,,,,,
1779386831.1239,gaze_received,0,0,0,,"0.737,0.852",gaze,,,,,
1779386831.1419,frame_sent,11644,8654,2974,,"0.737,0.852",gaze,371,0,200,171,9.4
1779386831.1588,gaze_received,0,0,0,,"0.748,0.862",gaze,,,,,
1779386831.1971,gaze_received,0,0,0,,"0.759,0.873",gaze,,,,,
1779386831.2052,frame_sent,11422,8661,2745,,"0.759,0.873",gaze,385,0,200,161,-13.2
1779386831.2321,gaze_received,0,0,0,,"0.770,0.880",gaze,,,,,
1779386831.2458,frame_sent,11158,8652,2490,,"0.770,0.880",gaze,392,0,200,157,2.5
1779386831.2656,gaze_received,0,0,0,,"0.780,0.887",gaze,,,,,
1779386831.2926,frame_sent,11373,8659,2698,,"0.780,0.887",gaze,399,0,200,154,20.9
