timestamp,gaze_origin_x,gaze_origin_y,gaze_origin_z,gaze_dir_x,gaze_dir_y,gaze_dir_z,left_eye_open,right_eye_open,head_pos_x,head_pos_y,head_pos_z,head_rot_x,head_rot_y,head_rot_z,pupil_diameter_left,pupil_diameter_right,pupil_valid_left,pupil_valid_right
744.547,0.0632,0.9481,0.2065,-0.9278,-0.3588,0.1021,1.000,0.925,0.0706,1000.9490,0.2045,10.816,278.161,356.187,5.205,4.623,1,1
744.555,0.0633,0.9481,0.2065,-0.9277,-0.3590,0.1022,1.000,0.925,0.0707,1000.9490,0.2045,10.829,278.168,356.175,5.205,4.623,1,1
744.567,0.0634,0.9479,0.2065,-0.9281,-0.3564,0.1077,1.000,0.919,0.0708,1000.9490,0.2045,10.836,278.154,356.171,5.170,4.610,1,1
744.585,0.0634,0.9479,0.2065,-0.9281,-0.3564,0.1077,1.000,0.919,0.0708,1000.9490,0.2045,10.871,278.142,356.170,5.170,4.610,1,1
744.590,0.0634,0.9479,0.2065,-0.9279,-0.3567,0.1084,1.000,0.917,0.0708,1000.9490,0.2045,10.915,278.149,356.144,5.152,4.608,1,1
744.600,0.0635,0.9479,0.2066,-0.9287,-0.3539,0.1109,1.000,0.914,0.0709,1000.9490,0.2046,10.897,278.152,356.091,5.109,4.590,1,1
744.617,0.0635,0.9479,0.2066,-0.9290,-0.3526,0.1120,1.000,0.913,0.0709,1000.9490,0.2046,10.902,278.151,356.095,5.090,4.574,1,1
744.623,0.0636,0.9480,0.2067,-0.9298,-0.3492,0.1163,1.000,0.916,0.0710,1000.9490,0.2047,10.892,278.163,356.063,5.067,4.437,1,1
744.640,0.0636,0.9480,0.2067,-0.9298,-0.3492,0.1163,1.000,0.916,0.0710,1000.9490,0.2047,10.887,278.176,356.073,5.067,4.437,1,1
744.647,0.0637,0.9480,0.2068,-0.9301,-0.3478,0.1185,1.000,0.914,0.0711,1000.9490,0.2048,10.885,278.188,356.066,5.061,4.374,1,1
744.655,0.0637,0.9481,0.2068,-0.9301,-0.3475,0.1187,1.000,0.914,0.0711,1000.9490,0.2049,10.868,278.203,356.060,5.061,4.374,1,1
744.667,0.0639,0.9483,0.2070,-0.9305,-0.3429,0.1286,1.000,0.907,0.0712,1000.9490,0.2049,10.848,278.232,356.057,5.023,4.182,1,1
744.684,0.0639,0.9483,0.2070,-0.9305,-0.3429,0.1286,1.000,0.907,0.0713,1000.9490,0.2050,10.818,278.253,356.069,5.023,4.182,1,1
744.691,0.0639,0.9485,0.2071,-0.9305,-0.3420,0.1315,1.000,0.906,0.0713,1000.9500,0.2051,10.797,278.281,356.032,5.019,4.151,1,1
744.700,0.0641,0.9488,0.2073,-0.9306,-0.3391,0.1380,1.000,0.904,0.0714,1000.9500,0.2052,10.723,278.317,356.043,5.010,4.081,1,1
744.718,0.0641,0.9488,0.2073,-0.9306,-0.3391,0.1380,1.000,0.904,0.0715,1000.9500,0.2053,10.657,278.348,356.029,5.010,4.081,1,1
744.723,0.0642,0.9492,0.2075,-0.9309,-0.3370,0.1411,1.000,0.903,0.0715,1000.9500,0.2054,10.581,278.366,356.030,4.985,4.035,1,1
744.740,0.0642,0.9492,0.2075,-0.9306,-0.3368,0.1436,1.000,0.904,0.0716,1000.9500,0.2054,10.508,278.386,356.038,4.991,4.027,1,1
744.747,0.0643,0.9493,0.2075,-0.9306,-0.3358,0.1458,1.000,0.905,0.0717,1000.9500,0.2055,10.436,278.417,356.032,4.998,4.019,1,1
744.756,0.0643,0.9494,0.2076,-0.9308,-0.3350,0.1465,1.000,0.905,0.0717,1000.9510,0.2056,10.384,278.457,356.068,4.998,4.019,1,1
744.767,0.0645,0.9498,0.2078,-0.9301,-0.3341,0.1526,1.000,0.907,0.0718,1000.9510,0.2057,10.334,278.491,356.085,5.004,3.980,1,1
