TrialID,Scenario,Condition,StartTime,EndTime,DurationSeconds,Success,Collisions,BlinkRatePerMin
1,Navigation,UniformQ50,20:36:53.020,20:40:52.760,239.75,1,0,0.46
2,Navigation,Foveated_90_5,20:43:29.696,20:45:24.461,114.79,1,0,0.00
3,Navigation,InverseFoveated_5_90,20:46:22.057,20:48:32.410,130.34,1,0,0.00
