timestamp,gaze_origin_x,gaze_origin_y,gaze_origin_z,gaze_dir_x,gaze_dir_y,gaze_dir_z,left_eye_open,right_eye_open,head_pos_x,head_pos_y,head_pos_z,head_rot_x,head_rot_y,head_rot_z,pupil_diameter_left,pupil_diameter_right,pupil_valid_left,pupil_valid_right
50.304,0.2387,1.0303,0.1678,-0.9409,-0.1449,-0.3062,1.000,0.740,0.2532,1001.0230,0.1649,359.259,266.405,358.294,5.390,5.655,1,1
50.327,0.2387,1.0299,0.1674,-0.9407,-0.1521,-0.3032,1.000,0.743,0.2532,1001.0230,0.1647,359.368,266.329,358.304,5.378,5.584,1,1
50.347,0.2387,1.0299,0.1674,-0.9397,-0.1498,-0.3073,1.000,0.743,0.2533,1001.0220,0.1643,359.485,266.210,358.397,5.378,5.584,1,1
50.352,0.2387,1.0293,0.1670,-0.9408,-0.1412,-0.3083,1.000,0.736,0.2533,1001.0220,0.1640,359.804,266.068,358.392,5.472,5.576,1,1
50.359,0.2387,1.0291,0.1669,-0.9402,-0.1430,-0.3092,1.000,0.733,0.2534,1001.0220,0.1639,0.130,266.038,358.094,5.455,5.570,1,1
50.370,0.2387,1.0284,0.1668,-0.9384,-0.1441,-0.3140,1.000,0.735,0.2534,1001.0210,0.1638,0.252,266.015,358.139,5.374,5.531,1,1
50.392,0.2387,1.0284,0.1668,-0.9373,-0.1460,-0.3166,1.000,0.738,0.2534,1001.0210,0.1637,0.466,265.998,358.045,5.333,5.513,1,1
50.398,0.2389,1.0279,0.1667,-0.9381,-0.1447,-0.3146,1.000,0.738,0.2536,1001.0210,0.1637,0.622,266.039,358.142,5.298,5.503,1,1
50.404,0.2390,1.0275,0.1668,-0.9370,-0.1546,-0.3132,1.000,0.728,0.2537,1001.0210,0.1637,0.806,266.077,357.889,5.261,5.628,1,1
50.421,0.2390,1.0275,0.1669,-0.9397,-0.1612,-0.3017,1.000,0.762,0.2538,1001.0200,0.1637,0.868,266.132,357.858,5.453,5.923,1,1
50.442,0.2390,1.0275,0.1669,-0.9383,-0.1576,-0.3077,1.000,0.762,0.2538,1001.0200,0.1638,0.903,266.168,357.811,5.630,6.052,1,1
50.447,0.2390,1.0280,0.1671,-0.9389,-0.1558,-0.3067,1.000,0.762,0.2538,1001.0210,0.1639,0.876,266.275,357.499,5.630,6.052,1,1
50.453,0.2391,1.0283,0.1671,-0.9416,-0.1472,-0.3028,1.000,0.757,0.2538,1001.0210,0.1640,0.553,266.304,357.824,5.868,6.120,1,1
50.459,0.2391,1.0284,0.1672,-0.9419,-0.1461,-0.3024,1.000,0.757,0.2537,1001.0210,0.1640,0.494,266.333,357.781,5.868,6.120,1,1
50.470,0.2391,1.0292,0.1674,-0.9487,-0.1261,-0.2901,1.000,0.742,0.2538,1001.0220,0.1641,0.387,266.366,357.710,6.192,5.912,1,1
50.489,0.2391,1.0292,0.1674,-0.9519,-0.1187,-0.2824,1.000,0.738,0.2538,1001.0220,0.1642,0.255,266.416,357.689,5.991,5.818,1,1
50.496,0.2393,1.0297,0.1676,-0.9527,-0.1153,-0.2813,1.000,0.738,0.2539,1001.0220,0.1643,0.039,266.475,357.751,5.991,5.818,1,1
50.504,0.2394,1.0301,0.1678,-0.9586,-0.1733,-0.2259,1.000,0.742,0.2539,1001.0230,0.1644,359.904,266.506,357.813,5.326,0.000,1,0
50.522,0.2395,1.0305,0.1679,-0.9623,-0.1618,-0.2185,1.000,0.745,0.2540,1001.0230,0.1646,359.802,266.547,357.818,5.200,0.000,1,0
50.542,0.2395,1.0305,0.1679,-0.9599,-0.1742,-0.2196,1.000,0.748,0.2541,1001.0230,0.1647,359.734,266.597,357.830,5.186,0.000,1,0
50.549,0.2396,1.0312,0.1681,-0.9603,-0.1734,-0.2188,1.000,0.748,0.2541,1001.0240,0.1649,359.687,266.648,357.824,5.186,0.000,1,0
50.555,0.2396,1.0316,0.1682,-0.9551,-0.1863,-0.2304,1.000,0.742,0.2541,1001.0240,0.1649,359.584,266.665,357.868,5.181,0.000,1,0
50.560,0.2396,1.0327,0.1684,-0.9482,-0.2041,-0.2435,1.000,0.734,0.2542,1001.0250,0.1650,359.576,266.672,357.852,5.230,5.654,1,1
50.578,0.2396,1.0327,0.1684,-0.9482,-0.2041,-0.2435,1.000,0.734,0.2541,1001.0250,0.1651,359.585,266.678,357.839,5.230,5.654,1,1
