t,event,bytes_total,bytes_periph,bytes_fovea,cmd_received,gaze_uv,quality_mode,crop_x,crop_y,crop_w,crop_h,delta_ms
1779385577.2141,server_start,0,0,0,,,uniform-50,,,,,
1779385607.3434,gaze_received,0,0,0,,"0.499,0.499",uniform,,,,,
1779385607.3775,gaze_received,0,0,0,,"0.514,0.523",uniform,,,,,
1779385607.4113,gaze_received,0,0,0,,"0.527,0.546",uniform,,,,,
1779385607.4452,gaze_received,0,0,0,,"0.541,0.569",uniform,,,,,
1779385607.4791,gaze_received,0,0,0,,"0.554,0.591",uniform,,,,,
1779385607.5127,gaze_received,0,0,0,,"0.567,0.613",uniform,,,,,
1779385607.5464,gaze_received,0,0,0,,"0.581,0.635",uniform,,,,,
1779385607.5802,gaze_received,0,0,0,,"0.594,0.657",uniform,,,,,
1779385607.6136,gaze_received,0,0,0,,"0.607,0.677",uniform,,,,,
1779385607.6272,frame_sent,14302,0,0,,"0.607,0.677",uniform-50,,,,,
1779385607.6475,gaze_received,0,0,0,,"0.620,0.697",uniform,,,,,
1779385607.6475,frame_sent,13313,0,0,,"0.607,0.677",uniform-50,,,,,
1779385607.6812,gaze_received,0,0,0,,"0.632,0.717",uniform,,,,,
1779385607.6817,frame_sent,13376,0,0,,"0.632,0.717",uniform-50,,,,,
1779385607.7149,gaze_received,0,0,0,,"0.645,0.736",uniform,,,,,
1779385607.7310,frame_sent,13157,0,0,,"0.645,0.736",uniform-50,,,,,
1779385607.7485,gaze_received,0,0,0,,"0.657,0.754",uniform,,,,,
1779385607.7824,gaze_received,0,0,0,,"0.670,0.771",uniform,,,,,
1779385607.7824,frame_sent,13070,0,0,,"0.657,0.754",uniform-50,,,,,
1779385607.8160,gaze_received,0,0,0,,"0.682,0.788",uniform,,,,,
1779385607.8343,frame_sent,13246,0,0,,"0.682,0.788",uniform-50,,,,,
1779385607.8497,gaze_received,0,0,0,,"0.694,0.803",uniform,,,,,
1779385607.8835,gaze_received,0,0,0,,"0.705,0.817",uniform,,,,,
1779385607.8844,frame_sent,13188,0,0,,"0.694,0.803",uniform-50,,,,,
1779385607.9172,gaze_received,0,0,0,,"0.717,0.831",uniform,,,,,
1779385607.9343,frame_sent,13113,0,0,,"0.717,0.831",uniform-50,,,,,
1779385607.9507,gaze_received,0,0,0,,"0.728,0.843",uniform,,,,,
1779385607.9843,gaze_received,0,0,0,,"0.739,0.854",uniform,,,,,
1779385607.9907,frame_sent,12810,0,0,,"0.739,0.854",uniform-50,,,,,
1779385608.0182,gaze_received,0,0,0,,"0.750,0.864",uniform,,,,,
1779385608.0365,frame_sent,12698,0,0,,"0.750,0.864",uniform-50,,,,,
1779385608.0521,gaze_received,0,0,0,,"0.760,0.873",uniform,,,,,
1779385608.0856,gaze_received,0,0,0,,"0.770,0.881",uniform,,,,,
1779385608.0866,frame_sent,12578,0,0,,"0.770,0.881",uniform-50,,,,,
1779385608.1191,gaze_received,0,0,0,,"0.780,0.887",uniform,,,,,
1779385608.1394,frame_sent,12293,0,0,,"0.780,0.887",uniform-50,,,,,
1779385608.1527,gaze_received,0,0,0,,"0.789,0.892",uniform,,,,,
1779385608.1870,gaze_received,0,0,0,,"0.799,0.896",uniform,,,,,
1779385608.1881,frame_sent,12206,0,0,,"0.799,0.896",uniform-50,,,,,
1779385608.2208,gaze_received,0,0,0,,"0.807,0.898",uniform,,,,,
1779385608.2392,frame_sent,12136,0,0,,"0.807,0.898",uniform-50,,,,,
1779385608.2543,gaze_received,0,0,0,,"0.816,0.900",uniform,,,,,
1779385608.2881,gaze_received,0,0,0,,"0.824,0.899",uniform,,,,,
1779385608.2922,frame_sent,11900,0,0,,"0.824,0.899",uniform-50,,,,,
1779385608.3220,gaze_received,0,0,0,,"0.832,0.898",uniform,,,,,
1779385608.3424,frame_sent,11888,0,0,,"0.832,0.898",uniform-50,,,,,
1779385608.3557,gaze_received,0,0,0,,"0.839,0.895",uniform,,,,,
1779385608.3896,gaze_received,0,0,0,,"0.846,0.891",uniform,,,,,
1779385608.3906,frame_sent,11872,0,0,,"0.846,0.891",uniform-50,,,,,
1779385608.4233,gaze_received,0,0,0,,"0.852,0.886",uniform,,,,,
1779385608.4427,frame_sent,11867,0,0,,"0.852,0.886",uniform-50,,,,,
1779385608.4571,gaze_received,0,0,0,,"0.859,0.879",uniform,,,,,
1779385608.4907,gaze_received,0,0,0,,"0.864,0.871",uniform,,,,,
1779385608.4930,frame_sent,11884,0,0,,"0.864,0.871",uniform-50,,,,,
1779385608.5243,gaze_received,0,0,0,,"0.870,0.862",uniform,,,,,
1779385608.5449,frame_sent,11973,0,0,,"0.870,0.862",uniform-50,,,,,
1779385608.5582,gaze_received,0,0,0,,"0.875,0.852",uniform,,,,,
1779385608.5920,gaze_received,0,0,0,,"0.879,0.840",uniform,,,,,
1779385608.5963,frame_sent,12009,0,0,,"0.879,0.840",uniform-50,,,,,
1779385608.6260,gaze_received,0,0,0,,"0.883,0.828",uniform,,,,,
1779385608.6442,frame_sent,11967,0,0,,"0.883,0.828",uniform-50,,,,,
1779385608.6603,gaze_received,0,0,0,,"0.887,0.814",uniform,,,,,
1779385608.6942,gaze_received,0,0,0,,"0.890,0.799",uniform,,,,,
1779385608.6952,frame_sent,11882,0,0,,"0.890,0.799",uniform-50,,,,,
1779385608.7279,gaze_received,0,0,0,,"0.893,0.783",uniform,,,,,
1779385608.7467,frame_sent,11822,0,0,,"0.893,0.783",uniform-50,,,,,
1779385608.7614,gaze_received,0,0,0,,"0.895,0.767",uniform,,,,,
1779385608.7950,gaze_received,0,0,0,,"0.897,0.749",uniform,,,,,
1779385608.7977,frame_sent,11792,0,0,,"0.897,0.749",uniform-50,,,,,
1779385608.8290,gaze_received,0,0,0,,"0.898,0.731",uniform,,,,,
1779385608.8478,frame_sent,11784,0,0,,"0.898,0.731",uniform-50,,,,,
1779385608.8628,gaze_received,0,0,0,,"0.899,0.712",uniform,,,,,
1779385608.8964,gaze_received,0,0,0,,"0.900,0.692",uniform,,,,,
1779385608.8989,frame_sent,11784,0,0,,"0.900,0.692",uniform-50,,,,,
1779385608.9300,gaze_received,0,0,0,,"0.900,0.672",uniform,,,,,
1779385608.9509,frame_sent,11764,0,0,,"0.900,0.672",uniform-50,,,,,
1779385608.9639,gaze_received,0,0,0,,"0.899,0.651",uniform,,,,,
1779385608.9976,gaze_received,0,0,0,,"0.898,0.629",uniform,,,,,
1779385609.0028,frame_sent,11756,0,0,,"0.898,0.629",uniform-50,,,,,
1779385609.0315,gaze_received,0,0,0,,"0.897,0.607",uniform,,,,,
1779385609.0531,frame_sent,11745,0,0,,"0.897,0.607",uniform-50,,,,,
1779385609.0654,gaze_received,0,0,0,,"0.895,0.585",uniform,,,,,
1779385609.0992,gaze_received,0,0,0,,"0.893,0.562",uniform,,,,,
1779385609.1031,frame_sent,11745,0,0,,"0.893,0.562",uniform-50,,,,,
1779385609.1330,gaze_received,0,0,0,,"0.890,0.540",uniform,,,,,
1779385609.1545,frame_sent,11750,0,0,,"0.890,0.540",uniform-50,,,,,
1779385609.1669,gaze_received,0,0,0,,"0.887,0.517",uniform,,,,,
1779385609.2004,gaze_received,0,0,0,,"0.883,0.493",uniform,,,,,
1779385609.2051,frame_sent,11750,0,0,,"0.883,0.493",uniform-50,,,,,
1779385609.2339,gaze_received,0,0,0,,"0.879,0.470",uniform,,,,,
1779385609.2555,frame_sent,11762,0,0,,"0.879,0.470",uniform-50,,,,,
1779385609.2677,gaze_received,0,0,0,,"0.875,0.447",uniform,,,,,
1779385609.3014,gaze_received,0,0,0,,"0.870,0.425",uniform,,,,,
1779385609.3061,frame_sent,11805,0,0,,"0.870,0.425",uniform-50,,,,,
1779385609.3349,gaze_received,0,0,0,,"0.865,0.403",uniform,,,,,
1779385609.3598,frame_sent,11799,0,0,,"0.865,0.403",uniform-50,,,,,
1779385609.3684,gaze_received,0,0,0,,"0.859,0.381",uniform,,,,,
1779385609.4022,gaze_received,0,0,0,,"0.853,0.359",uniform,,,,,
1779385609.4087,frame_sent,11763,0,0,,"0.853,0.359",uniform-50,,,,,
1779385609.4362,gaze_received,0,0,0,,"0.846,0.337",uniform,,,,,
1779385609.4587,frame_sent,11759,0,0,,"0.846,0.337",uniform-50,,,,,
1779385609.4701,gaze_received,0,0,0,,"0.839,0.317",uniform,,,,,
1779385609.5036,gaze_received,0,0,0,,"0.832,0.297",uniform,,,,,
1779385609.5108,frame_sent,11789,0,0,,"0.832,0.297",uniform-50,,,,,
1779385609.5373,gaze_received,0,0,0,,"0.825,0.277",uniform,,,,,
1779385609.5615,frame_sent,11779,0,0,,"0.825,0.277",uniform-50,,,,,
1779385609.5708,gaze_received,0,0,0,,"0.817,0.259",uniform,,,,,
1779385609.6045,gaze_received,0,0,0,,"0.808,0.241",uniform,,,,,
1779385609.6120,frame_sent,11779,0,0,,"0.808,0.241",uniform-50,,,,,
1779385609.6383,gaze_received,0,0,0,,"0.799,0.224",uniform,,,,,
1779385609.6628,frame_sent,11768,0,0,,"0.799,0.224",uniform-50,,,,,
1779385609.6720,gaze_received,0,0,0,,"0.790,0.208",uniform,,,,,
1779385609.7055,gaze_received,0,0,0,,"0.781,0.193",uniform,,,,,
1779385609.7132,frame_sent,11808,0,0,,"0.781,0.193",uniform-50,,,,,
1779385609.7391,gaze_received,0,0,0,,"0.771,0.178",uniform,,,,,
1779385609.7634,frame_sent,11796,0,0,,"0.771,0.178",uniform-50,,,,,
1779385609.7730,gaze_received,0,0,0,,"0.761,0.165",uniform,,,,,
1779385609.8068,gaze_received,0,0,0,,"0.751,0.153",uniform,,,,,
1779385609.8143,frame_sent,11920,0,0,,"0.751,0.153",uniform-50,,,,,
1779385609.8407,gaze_received,0,0,0,,"0.740,0.142",uniform,,,,,
1779385609.8649,frame_sent,11888,0,0,,"0.740,0.142",uniform-50,,,,,
1779385609.8743,gaze_received,0,0,0,,"0.729,0.133",uniform,,,,,
1779385609.9081,gaze_received,0,0,0,,"0.718,0.124",uniform,,,,,
1779385609.9177,frame_sent,11910,0,0,,"0.718,0.124",uniform-50,,,,,
1779385609.9420,gaze_received,0,0,0,,"0.706,0.117",uniform,,,,,
1779385609.9673,frame_sent,12040,0,0,,"0.706,0.117",uniform-50,,,,,
1779385609.9756,gaze_received,0,0,0,,"0.695,0.111",uniform,,,,,
1779385610.0093,gaze_received,0,0,0,,"0.683,0.106",uniform,,,,,
1779385610.0180,frame_sent,12163,0,0,,"0.683,0.106",uniform-50,,,,,
1779385610.0430,gaze_received,0,0,0,,"0.671,0.102",uniform,,,,,
1779385610.0691,frame_sent,12149,0,0,,"0.671,0.102",uniform-50,,,,,
1779385610.0767,gaze_received,0,0,0,,"0.659,0.100",uniform,,,,,
1779385610.1105,gaze_received,0,0,0,,"0.646,0.099",uniform,,,,,
1779385610.1216,frame_sent,12168,0,0,,"0.646,0.099",uniform-50,,,,,
1779385610.1443,gaze_received,0,0,0,,"0.634,0.100",uniform,,,,,
1779385610.1719,frame_sent,12175,0,0,,"0.634,0.100",uniform-50,,,,,
1779385610.1781,gaze_received,0,0,0,,"0.621,0.102",uniform,,,,,
1779385610.2120,gaze_received,0,0,0,,"0.608,0.105",uniform,,,,,
1779385610.2224,frame_sent,12183,0,0,,"0.608,0.105",uniform-50,,,,,
1779385610.2457,gaze_received,0,0,0,,"0.595,0.109",uniform,,,,,
1779385610.2730,frame_sent,12176,0,0,,"0.595,0.109",uniform-50,,,,,
1779385610.2794,gaze_received,0,0,0,,"0.582,0.115",uniform,,,,,
1779385610.3129,gaze_received,0,0,0,,"0.568,0.122",uniform,,,,,
1779385610.3244,frame_sent,12182,0,0,,"0.568,0.122",uniform-50,,,,,
1779385610.3465,gaze_received,0,0,0,,"0.555,0.130",uniform,,,,,
1779385610.3753,frame_sent,12194,0,0,,"0.555,0.130",uniform-50,,,,,
1779385610.3806,gaze_received,0,0,0,,"0.542,0.139",uniform,,,,,
1779385610.4144,gaze_received,0,0,0,,"0.528,0.150",uniform,,,,,
1779385610.4254,frame_sent,12208,0,0,,"0.528,0.150",uniform-50,,,,,
1779385610.4482,gaze_received,0,0,0,,"0.515,0.162",uniform,,,,,
1779385610.4753,frame_sent,12223,0,0,,"0.515,0.162",uniform-50,,,,,
1779385610.4821,gaze_received,0,0,0,,"0.501,0.175",uniform,,,,,
1779385610.5160,gaze_received,0,0,0,,"0.487,0.189",uniform,,,,,
1779385610.5272,frame_sent,12250,0,0,,"0.487,0.189",uniform-50,,,,,
1779385610.5496,gaze_received,0,0,0,,"0.473,0.203",uniform,,,,,
1779385610.5802,frame_sent,12387,0,0,,"0.473,0.203",uniform-50,,,,,
1779385610.5833,gaze_received,0,0,0,,"0.460,0.219",uniform,,,,,
1779385610.6170,gaze_received,0,0,0,,"0.446,0.236",uniform,,,,,
1779385610.6302,frame_sent,12375,0,0,,"0.446,0.236",uniform-50,,,,,
1779385610.6508,gaze_received,0,0,0,,"0.433,0.254",uniform,,,,,
1779385610.6812,frame_sent,12375,0,0,,"0.433,0.254",uniform-50,,,,,
1779385610.6843,gaze_received,0,0,0,,"0.420,0.272",uniform,,,,,
1779385610.7178,gaze_received,0,0,0,,"0.407,0.291",uniform,,,,,
1779385610.7315,frame_sent,12403,0,0,,"0.407,0.291",uniform-50,,,,,
1779385610.7517,gaze_received,0,0,0,,"0.394,0.311",uniform,,,,,
1779385610.7826,frame_sent,12438,0,0,,"0.394,0.311",uniform-50,,,,,
1779385610.7855,gaze_received,0,0,0,,"0.381,0.332",uniform,,,,,
1779385610.8193,gaze_received,0,0,0,,"0.368,0.353",uniform,,,,,
1779385610.8347,frame_sent,12441,0,0,,"0.368,0.353",uniform-50,,,,,
1779385610.8530,gaze_received,0,0,0,,"0.355,0.374",uniform,,,,,
1779385610.8849,frame_sent,12583,0,0,,"0.355,0.374",uniform-50,,,,,
1779385610.8870,gaze_received,0,0,0,,"0.343,0.397",uniform,,,,,
1779385610.9206,gaze_received,0,0,0,,"0.330,0.419",uniform,,,,,
1779385610.9356,frame_sent,12592,0,0,,"0.330,0.419",uniform-50,,,,,
1779385610.9543,gaze_received,0,0,0,,"0.318,0.441",uniform,,,,,
1779385610.9884,gaze_received,0,0,0,,"0.306,0.464",uniform,,,,,
1779385610.9884,frame_sent,12573,0,0,,"0.318,0.441",uniform-50,,,,,
1779385611.0220,gaze_received,0,0,0,,"0.295,0.487",uniform,,,,,
1779385611.0381,frame_sent,12518,0,0,,"0.295,0.487",uniform-50,,,,,
1779385611.0560,gaze_received,0,0,0,,"0.283,0.511",uniform,,,,,
1779385611.0899,gaze_received,0,0,0,,"0.272,0.534",uniform,,,,,
1779385611.0899,frame_sent,12587,0,0,,"0.283,0.511",uniform-50,,,,,
1779385611.1236,gaze_received,0,0,0,,"0.261,0.557",uniform,,,,,
1779385611.1406,frame_sent,12569,0,0,,"0.261,0.557",uniform-50,,,,,
1779385611.1574,gaze_received,0,0,0,,"0.250,0.580",uniform,,,,,
1779385611.1912,gaze_received,0,0,0,,"0.240,0.602",uniform,,,,,
1779385611.1918,frame_sent,12582,0,0,,"0.250,0.580",uniform-50,,,,,
