t,event,bytes_total,bytes_periph,bytes_fovea,cmd_received,gaze_uv,quality_mode,crop_x,crop_y,crop_w,crop_h,delta_ms
1779206645.3999,server_start,0,0,0,,,uniform-50,,,,,
1779206853.4596,gaze_received,0,0,0,,"0.499,0.499",uniform,,,,,
1779206853.4930,gaze_received,0,0,0,,"0.514,0.523",uniform,,,,,
1779206853.5268,gaze_received,0,0,0,,"0.527,0.546",uniform,,,,,
1779206853.5605,gaze_received,0,0,0,,"0.541,0.569",uniform,,,,,
1779206853.5945,gaze_received,0,0,0,,"0.554,0.592",uniform,,,,,
1779206853.6283,gaze_received,0,0,0,,"0.567,0.614",uniform,,,,,
1779206853.6618,gaze_received,0,0,0,,"0.581,0.635",uniform,,,,,
1779206853.6953,gaze_received,0,0,0,,"0.594,0.657",uniform,,,,,
1779206853.7288,gaze_received,0,0,0,,"0.607,0.677",uniform,,,,,
1779206853.7462,frame_sent,18209,0,0,,"0.607,0.677",uniform-50,,,,,
1779206853.7625,gaze_received,0,0,0,,"0.620,0.697",uniform,,,,,
1779206853.7625,frame_sent,16939,0,0,,"0.620,0.697",uniform-50,,,,,
1779206853.7961,gaze_received,0,0,0,,"0.632,0.717",uniform,,,,,
1779206853.7999,frame_sent,17041,0,0,,"0.632,0.717",uniform-50,,,,,
1779206853.8297,gaze_received,0,0,0,,"0.645,0.736",uniform,,,,,
1779206853.8504,frame_sent,16925,0,0,,"0.645,0.736",uniform-50,,,,,
1779206853.8639,gaze_received,0,0,0,,"0.658,0.754",uniform,,,,,
1779206853.8976,gaze_received,0,0,0,,"0.670,0.771",uniform,,,,,
1779206853.9026,frame_sent,16764,0,0,,"0.670,0.771",uniform-50,,,,,
1779206853.9317,gaze_received,0,0,0,,"0.682,0.788",uniform,,,,,
1779206853.9543,frame_sent,16997,0,0,,"0.682,0.788",uniform-50,,,,,
1779206853.9655,gaze_received,0,0,0,,"0.694,0.803",uniform,,,,,
1779206853.9996,gaze_received,0,0,0,,"0.706,0.818",uniform,,,,,
1779206854.0086,frame_sent,16931,0,0,,"0.706,0.818",uniform-50,,,,,
1779206854.0333,gaze_received,0,0,0,,"0.717,0.831",uniform,,,,,
1779206854.0599,frame_sent,16809,0,0,,"0.717,0.831",uniform-50,,,,,
1779206854.0671,gaze_received,0,0,0,,"0.728,0.843",uniform,,,,,
1779206854.1010,gaze_received,0,0,0,,"0.739,0.855",uniform,,,,,
1779206854.1108,frame_sent,16781,0,0,,"0.739,0.855",uniform-50,,,,,
1779206854.1350,gaze_received,0,0,0,,"0.750,0.865",uniform,,,,,
1779206854.1607,frame_sent,16578,0,0,,"0.750,0.865",uniform-50,,,,,
1779206854.1690,gaze_received,0,0,0,,"0.761,0.874",uniform,,,,,
1779206854.2030,gaze_received,0,0,0,,"0.771,0.881",uniform,,,,,
1779206854.2100,frame_sent,16198,0,0,,"0.771,0.881",uniform-50,,,,,
1779206854.2367,gaze_received,0,0,0,,"0.781,0.887",uniform,,,,,
1779206854.2606,frame_sent,15995,0,0,,"0.781,0.887",uniform-50,,,,,
1779206854.2705,gaze_received,0,0,0,,"0.790,0.892",uniform,,,,,
1779206854.3041,gaze_received,0,0,0,,"0.799,0.896",uniform,,,,,
1779206854.3108,frame_sent,15877,0,0,,"0.799,0.896",uniform-50,,,,,
1779206854.3376,gaze_received,0,0,0,,"0.808,0.898",uniform,,,,,
1779206854.3615,frame_sent,15493,0,0,,"0.808,0.898",uniform-50,,,,,
1779206854.3712,gaze_received,0,0,0,,"0.816,0.900",uniform,,,,,
1779206854.4052,gaze_received,0,0,0,,"0.824,0.899",uniform,,,,,
1779206854.4121,frame_sent,15512,0,0,,"0.824,0.899",uniform-50,,,,,
1779206854.4389,gaze_received,0,0,0,,"0.832,0.898",uniform,,,,,
1779206854.4663,frame_sent,15513,0,0,,"0.832,0.898",uniform-50,,,,,
1779206854.4726,gaze_received,0,0,0,,"0.839,0.895",uniform,,,,,
1779206854.5064,gaze_received,0,0,0,,"0.846,0.891",uniform,,,,,
1779206854.5142,frame_sent,15478,0,0,,"0.846,0.891",uniform-50,,,,,
1779206854.5404,gaze_received,0,0,0,,"0.853,0.885",uniform,,,,,
1779206854.5663,frame_sent,15492,0,0,,"0.853,0.885",uniform-50,,,,,
1779206854.5744,gaze_received,0,0,0,,"0.859,0.879",uniform,,,,,
1779206854.6080,gaze_received,0,0,0,,"0.865,0.871",uniform,,,,,
1779206854.6169,frame_sent,15492,0,0,,"0.865,0.871",uniform-50,,,,,
1779206854.6420,gaze_received,0,0,0,,"0.870,0.861",uniform,,,,,
