timestamp,gaze_origin_x,gaze_origin_y,gaze_origin_z,gaze_dir_x,gaze_dir_y,gaze_dir_z,left_eye_open,right_eye_open,head_pos_x,head_pos_y,head_pos_z,head_rot_x,head_rot_y,head_rot_z,pupil_diameter_left,pupil_diameter_right,pupil_valid_left,pupil_valid_right
1392.205,0.3292,1.0480,0.3188,-0.9981,0.0102,-0.0604,1.000,1.000,0.3319,1001.0490,0.3183,355.683,258.741,358.752,3.686,3.848,1,1
1392.225,0.3294,1.0479,0.3187,-0.9981,0.0105,-0.0607,1.000,1.000,0.3319,1001.0490,0.3183,355.691,258.749,358.745,3.683,3.892,1,1
1392.243,0.3294,1.0479,0.3187,-0.9981,0.0105,-0.0607,1.000,1.000,0.3321,1001.0490,0.3183,355.676,258.753,358.720,3.683,3.892,1,1
1392.249,0.3293,1.0479,0.3188,-0.9981,0.0106,-0.0602,1.000,1.000,0.3320,1001.0490,0.3184,355.676,258.764,358.727,3.682,3.907,1,1
1392.254,0.3293,1.0479,0.3187,-0.9981,0.0107,-0.0602,1.000,1.000,0.3321,1001.0490,0.3183,355.669,258.767,358.735,3.682,3.907,1,1
1392.261,0.3296,1.0479,0.3186,-0.9982,0.0096,-0.0584,1.000,1.000,0.3322,1001.0490,0.3183,355.686,258.758,358.727,3.716,3.936,1,1
1392.278,0.3296,1.0479,0.3186,-0.9983,0.0090,-0.0580,1.000,1.000,0.3323,1001.0490,0.3181,355.677,258.746,358.734,3.726,3.939,1,1
1392.284,0.3294,1.0479,0.3187,-0.9982,0.0094,-0.0585,1.000,1.000,0.3322,1001.0490,0.3183,355.652,258.721,358.727,3.726,3.939,1,1
1392.293,0.3296,1.0479,0.3185,-0.9983,0.0089,-0.0580,1.000,1.000,0.3323,1001.0490,0.3181,355.653,258.689,358.769,3.743,3.942,1,1
1392.305,0.3296,1.0478,0.3183,-0.9984,0.0082,-0.0568,1.000,1.000,0.3322,1001.0490,0.3181,355.668,258.650,358.814,3.762,3.965,1,1
1392.327,0.3299,1.0479,0.3181,-0.9984,0.0074,-0.0556,1.000,1.000,0.3324,1001.0490,0.3179,355.660,258.625,358.828,3.773,3.980,1,1
1392.344,0.3299,1.0479,0.3181,-0.9985,0.0067,-0.0552,1.000,1.000,0.3326,1001.0490,0.3177,355.662,258.583,358.869,3.771,3.979,1,1
1392.350,0.3298,1.0479,0.3181,-0.9984,0.0068,-0.0556,1.000,1.000,0.3325,1001.0490,0.3177,355.654,258.561,358.887,3.771,3.979,1,1
1392.360,0.3300,1.0480,0.3179,-0.9985,0.0054,-0.0551,1.000,1.000,0.3326,1001.0490,0.3176,355.695,258.548,358.964,3.757,3.948,1,1
1392.380,0.3300,1.0480,0.3179,-0.9985,0.0054,-0.0551,1.000,1.000,0.3327,1001.0490,0.3175,355.690,258.539,358.957,3.757,3.948,1,1
1392.438,0.3296,1.0482,0.3176,-0.9980,0.0100,-0.0620,1.000,1.000,0.3327,1001.0490,0.3175,355.690,258.539,358.957,3.720,3.928,1,1
1392.467,0.3299,1.0482,0.3173,-0.9978,0.0110,-0.0650,1.000,1.000,0.3324,1001.0490,0.3172,355.649,258.478,358.952,3.709,3.912,1,1
1392.484,0.3299,1.0482,0.3173,-0.9978,0.0110,-0.0650,1.000,1.000,0.3327,1001.0500,0.3169,355.636,258.456,358.936,3.709,3.912,1,1
1392.490,0.3298,1.0482,0.3174,-0.9978,0.0110,-0.0658,1.000,1.000,0.3326,1001.0500,0.3169,355.646,258.450,358.975,3.715,3.907,1,1
