timestamp,gaze_origin_x,gaze_origin_y,gaze_origin_z,gaze_dir_x,gaze_dir_y,gaze_dir_z,left_eye_open,right_eye_open,head_pos_x,head_pos_y,head_pos_z,head_rot_x,head_rot_y,head_rot_z,pupil_diameter_left,pupil_diameter_right,pupil_valid_left,pupil_valid_right
996.011,0.2836,1.0820,0.2610,-0.9776,-0.2071,0.0370,1.000,1.000,0.3007,1001.0820,0.2620,3.816,273.342,0.039,5.729,5.056,1,1
996.030,0.2834,1.0822,0.2612,-0.9778,-0.2065,0.0369,1.000,1.000,0.3005,1001.0820,0.2621,3.820,273.350,359.978,5.715,5.053,1,1
996.048,0.2834,1.0822,0.2612,-0.9778,-0.2065,0.0369,1.000,1.000,0.3004,1001.0820,0.2623,3.793,273.371,359.851,5.715,5.053,1,1
996.053,0.2833,1.0824,0.2614,-0.9779,-0.2057,0.0375,1.000,1.000,0.3002,1001.0820,0.2625,3.738,273.420,359.740,5.704,5.054,1,1
996.058,0.2833,1.0824,0.2615,-0.9787,-0.2020,0.0377,1.000,1.000,0.3002,1001.0820,0.2626,3.514,273.422,359.719,5.696,5.054,1,1
996.066,0.2833,1.0824,0.2618,-0.9786,-0.2021,0.0393,1.000,1.000,0.3002,1001.0820,0.2627,3.517,273.450,359.703,5.689,5.062,1,1
996.085,0.2833,1.0824,0.2618,-0.9792,-0.1991,0.0391,1.000,1.000,0.3002,1001.0820,0.2629,3.521,273.505,359.665,5.683,5.068,1,1
996.091,0.2833,1.0824,0.2621,-0.9792,-0.1991,0.0404,1.000,1.000,0.3002,1001.0820,0.2632,3.523,273.586,359.651,5.683,5.068,1,1
996.099,0.2834,1.0823,0.2623,-0.9916,-0.1285,-0.0143,1.000,1.000,0.3003,1001.0820,0.2633,3.510,273.629,359.569,5.617,5.033,1,1
996.110,0.2836,1.0821,0.2627,-0.9933,-0.1136,-0.0187,1.000,1.000,0.3004,1001.0820,0.2635,3.524,273.671,359.559,5.552,4.987,1,1
996.130,0.2838,1.0818,0.2629,-0.9939,-0.1075,-0.0239,1.000,1.000,0.3005,1001.0820,0.2637,3.515,273.712,359.594,5.533,4.987,1,1
996.148,0.2838,1.0818,0.2629,-0.9939,-0.1075,-0.0239,1.000,1.000,0.3007,1001.0810,0.2639,3.569,273.768,359.638,5.533,4.987,1,1
996.154,0.2840,1.0816,0.2631,-0.9938,-0.1082,-0.0245,1.000,1.000,0.3009,1001.0810,0.2641,3.695,273.855,359.701,5.538,4.990,1,1
996.159,0.2840,1.0815,0.2632,-0.9938,-0.1082,-0.0258,1.000,1.000,0.3009,1001.0810,0.2642,3.866,273.885,359.624,5.545,4.992,1,1
996.166,0.2840,1.0815,0.2633,-0.9950,-0.0928,-0.0365,1.000,1.000,0.3010,1001.0810,0.2642,3.887,273.922,359.629,5.556,4.981,1,1
996.183,0.2840,1.0815,0.2633,-0.9938,-0.1075,-0.0280,1.000,1.000,0.3010,1001.0810,0.2643,3.902,273.963,359.603,5.560,4.978,1,1
996.189,0.2841,1.0815,0.2634,-0.9938,-0.1073,-0.0273,1.000,1.000,0.3010,1001.0810,0.2643,3.891,274.004,359.614,5.560,4.978,1,1
996.199,0.2841,1.0814,0.2635,-0.9942,-0.1036,-0.0299,1.000,1.000,0.3011,1001.0810,0.2644,3.901,274.024,359.654,5.568,4.996,1,1
996.210,0.2843,1.0812,0.2634,-0.9944,-0.1007,-0.0325,1.000,1.000,0.3011,1001.0810,0.2644,3.919,274.042,359.671,5.580,5.028,1,1
996.230,0.2844,1.0812,0.2633,-0.9951,-0.0903,-0.0409,1.000,1.000,0.3012,1001.0810,0.2643,3.963,274.057,359.680,5.585,5.027,1,1
996.248,0.2844,1.0812,0.2633,-0.9951,-0.0903,-0.0409,1.000,1.000,0.3013,1001.0810,0.2642,3.981,274.040,359.647,5.585,5.027,1,1
996.254,0.2844,1.0813,0.2632,-0.9950,-0.0918,-0.0404,1.000,1.000,0.3014,1001.0810,0.2641,3.957,273.997,359.621,5.580,5.023,1,1
996.259,0.2845,1.0814,0.2632,-0.9949,-0.0922,-0.0403,1.000,1.000,0.3014,1001.0810,0.2641,3.921,273.989,359.709,5.575,5.029,1,1
996.266,0.2845,1.0817,0.2629,-0.9952,-0.0876,-0.0434,1.000,1.000,0.3014,1001.0810,0.2640,3.867,273.974,359.722,5.580,5.038,1,1
996.283,0.2845,1.0817,0.2629,-0.9952,-0.0877,-0.0432,1.000,1.000,0.3014,1001.0810,0.2639,3.799,273.922,359.690,5.580,5.041,1,1
996.288,0.2845,1.0819,0.2627,-0.9953,-0.0863,-0.0439,1.000,1.000,0.3015,1001.0810,0.2637,3.715,273.877,359.751,5.580,5.041,1,1
996.299,0.2846,1.0820,0.2625,-0.9952,-0.0877,-0.0433,1.000,1.000,0.3015,1001.0820,0.2635,3.650,273.826,359.822,5.596,5.052,1,1
996.310,0.2847,1.0823,0.2621,-0.9952,-0.0862,-0.0461,1.000,1.000,0.3015,1001.0820,0.2633,3.609,273.777,359.885,5.607,5.058,1,1
996.330,0.2847,1.0824,0.2619,-0.9953,-0.0840,-0.0488,1.000,1.000,0.3016,1001.0820,0.2631,3.575,273.690,359.905,5.612,5.059,1,1
996.348,0.2847,1.0824,0.2619,-0.9953,-0.0840,-0.0488,1.000,1.000,0.3017,1001.0820,0.2629,3.543,273.622,359.935,5.612,5.059,1,1
996.353,0.2848,1.0824,0.2616,-0.9952,-0.0844,-0.0502,1.000,1.000,0.3017,1001.0820,0.2626,3.530,273.521,359.989,5.615,5.062,1,1
996.358,0.2848,1.0824,0.2614,-0.9951,-0.0858,-0.0499,1.000,1.000,0.3017,1001.0820,0.2625,3.554,273.482,0.047,5.622,5.065,1,1
996.366,0.2848,1.0825,0.2611,-0.9950,-0.0846,-0.0531,1.000,1.000,0.3017,1001.0820,0.2624,3.552,273.427,0.085,5.630,5.073,1,1
996.383,0.2848,1.0825,0.2611,-0.9950,-0.0846,-0.0531,1.000,1.000,0.3018,1001.0820,0.2622,3.518,273.351,0.093,5.630,5.073,1,1
996.389,0.2851,1.0828,0.2611,-0.9949,-0.0848,-0.0540,1.000,1.000,0.3018,1001.0820,0.2620,3.510,273.240,0.142,5.644,5.076,1,1
996.399,0.2852,1.0829,0.2609,-0.9949,-0.0853,-0.0543,1.000,1.000,0.3018,1001.0820,0.2619,3.525,273.161,0.185,5.658,5.093,1,1
996.410,0.2852,1.0830,0.2604,-0.9948,-0.0843,-0.0576,1.000,1.000,0.3019,1001.0820,0.2617,3.505,273.071,0.234,5.657,5.103,1,1
996.429,0.2853,1.0830,0.2602,-0.9948,-0.0835,-0.0590,1.000,1.000,0.3019,1001.0820,0.2615,3.470,272.967,0.275,5.663,5.094,1,1
