t,event,bytes_total,bytes_periph,bytes_fovea,cmd_received,gaze_uv,quality_mode,crop_x,crop_y,crop_w,crop_h,delta_ms
1779385827.2633,server_start,0,0,0,,,gaze-p5-f90,,,,,
1779385829.6491,gaze_received,0,0,0,,"0.499,0.499",gaze,,,,,
1779385829.6831,gaze_received,0,0,0,,"0.514,0.523",gaze,,,,,
1779385829.7169,gaze_received,0,0,0,,"0.527,0.546",gaze,,,,,
1779385829.7505,gaze_received,0,0,0,,"0.540,0.569",gaze,,,,,
1779385829.7840,gaze_received,0,0,0,,"0.554,0.591",gaze,,,,,
1779385829.8179,gaze_received,0,0,0,,"0.567,0.613",gaze,,,,,
1779385829.8517,gaze_received,0,0,0,,"0.580,0.635",gaze,,,,,
1779385829.8858,gaze_received,0,0,0,,"0.594,0.657",gaze,,,,,
1779385829.9193,gaze_received,0,0,0,,"0.607,0.677",gaze,,,,,
1779385829.9358,frame_sent,11347,6286,5045,,"0.607,0.677",gaze,288,55,200,200,-270.3
1779385829.9536,gaze_received,0,0,0,,"0.620,0.698",gaze,,,,,
1779385829.9536,frame_sent,10235,6261,3958,,"0.620,0.698",gaze,296,45,200,200,-17.8
1779385829.9871,gaze_received,0,0,0,,"0.633,0.717",gaze,,,,,
1779385829.9888,frame_sent,9821,6248,3557,,"0.633,0.717",gaze,304,35,200,200,0.0
1779385830.0211,gaze_received,0,0,0,,"0.645,0.736",gaze,,,,,
1779385830.0406,frame_sent,9541,6249,3276,,"0.645,0.736",gaze,312,26,200,200,17.3
1779385830.0547,gaze_received,0,0,0,,"0.658,0.754",gaze,,,,,
1779385830.0885,gaze_received,0,0,0,,"0.670,0.772",gaze,,,,,
1779385830.0920,frame_sent,9165,6247,2902,,"0.670,0.772",gaze,328,9,200,200,1.9
1779385830.1228,gaze_received,0,0,0,,"0.682,0.788",gaze,,,,,
1779385830.1446,frame_sent,9248,6251,2981,,"0.682,0.788",gaze,336,1,200,200,19.1
1779385830.1562,gaze_received,0,0,0,,"0.694,0.803",gaze,,,,,
1779385830.1899,gaze_received,0,0,0,,"0.706,0.818",gaze,,,,,
1779385830.1952,frame_sent,8817,6257,2544,,"0.706,0.818",gaze,351,0,200,187,2.2
1779385830.2238,gaze_received,0,0,0,,"0.717,0.831",gaze,,,,,
1779385830.2474,frame_sent,8955,6232,2707,,"0.717,0.831",gaze,358,0,200,181,19.6
1779385830.2576,gaze_received,0,0,0,,"0.728,0.844",gaze,,,,,
1779385830.2919,gaze_received,0,0,0,,"0.740,0.855",gaze,,,,,
1779385830.2977,frame_sent,8981,6232,2733,,"0.740,0.855",gaze,373,0,200,169,2.2
1779385830.3261,gaze_received,0,0,0,,"0.750,0.865",gaze,,,,,
1779385830.3495,frame_sent,8978,6205,2757,,"0.750,0.865",gaze,379,0,200,164,20.0
