timestamp,gaze_origin_x,gaze_origin_y,gaze_origin_z,gaze_dir_x,gaze_dir_y,gaze_dir_z,left_eye_open,right_eye_open,head_pos_x,head_pos_y,head_pos_z,head_rot_x,head_rot_y,head_rot_z,pupil_diameter_left,pupil_diameter_right,pupil_valid_left,pupil_valid_right
49.882,0.2403,1.1804,0.2177,-0.8611,-0.1447,0.4874,1.000,1.000,0.2434,1001.1780,0.2151,2.588,315.173,359.968,4.491,5.317,1,1
49.891,0.2402,1.1804,0.2174,-0.8615,-0.1446,0.4867,1.000,1.000,0.2433,1001.1780,0.2148,2.557,315.113,0.062,4.491,5.317,1,1
49.896,0.2402,1.1804,0.2173,-0.8607,-0.1467,0.4875,1.000,1.000,0.2433,1001.1780,0.2147,2.580,315.092,0.125,4.477,5.305,1,1
49.906,0.2401,1.1804,0.2170,-0.8606,-0.1481,0.4873,1.000,1.000,0.2432,1001.1780,0.2146,2.584,315.057,0.162,4.479,5.294,1,1
49.925,0.2401,1.1804,0.2169,-0.8599,-0.1496,0.4880,1.000,1.000,0.2432,1001.1780,0.2144,2.594,315.044,0.186,4.480,5.292,1,1
49.944,0.2401,1.1804,0.2169,-0.8585,-0.1516,0.4899,1.000,1.000,0.2432,1001.1780,0.2143,2.605,315.026,0.223,4.465,5.291,1,1
49.949,0.2401,1.1803,0.2167,-0.8585,-0.1525,0.4896,1.000,1.000,0.2432,1001.1780,0.2141,2.654,315.012,0.243,4.465,5.291,1,1
49.955,0.2401,1.1803,0.2166,-0.8583,-0.1529,0.4899,1.000,1.000,0.2432,1001.1780,0.2140,2.659,315.007,0.249,4.453,5.302,1,1
49.961,0.2403,1.1803,0.2163,-0.8573,-0.1552,0.4909,1.000,1.000,0.2433,1001.1780,0.2139,2.695,314.997,0.240,4.434,5.300,1,1
49.981,0.2403,1.1803,0.2163,-0.8567,-0.1557,0.4917,1.000,1.000,0.2434,1001.1780,0.2137,2.749,315.029,0.234,4.434,5.294,1,1
49.986,0.2404,1.1803,0.2161,-0.8565,-0.1561,0.4920,1.000,1.000,0.2435,1001.1780,0.2135,2.787,315.060,0.179,4.434,5.294,1,1
49.994,0.2405,1.1802,0.2159,-0.8559,-0.1562,0.4931,1.000,1.000,0.2436,1001.1780,0.2133,2.787,315.093,0.118,4.437,5.291,1,1
50.006,0.2406,1.1804,0.2155,-0.8550,-0.1546,0.4951,1.000,1.000,0.2436,1001.1780,0.2131,2.807,315.129,0.068,4.435,5.283,1,1
50.029,0.2406,1.1806,0.2153,-0.8539,-0.1539,0.4972,1.000,1.000,0.2437,1001.1780,0.2129,2.773,315.179,359.980,4.434,5.280,1,1
50.045,0.2406,1.1806,0.2153,-0.8539,-0.1539,0.4972,1.000,1.000,0.2436,1001.1790,0.2127,2.671,315.242,359.920,4.434,5.280,1,1
50.051,0.2404,1.1810,0.2149,-0.8538,-0.1503,0.4984,1.000,1.000,0.2435,1001.1790,0.2123,2.539,315.301,359.860,4.444,5.271,1,1
50.061,0.2402,1.1814,0.2148,-0.8532,-0.1481,0.5001,1.000,1.000,0.2434,1001.1790,0.2123,2.462,315.295,359.904,4.432,5.273,1,1
50.081,0.2402,1.1814,0.2148,-0.8532,-0.1481,0.5001,1.000,1.000,0.2433,1001.1790,0.2122,2.323,315.304,359.979,4.432,5.273,1,1
50.086,0.2400,1.1817,0.2146,-0.8530,-0.1467,0.5009,1.000,1.000,0.2431,1001.1800,0.2120,2.190,315.304,0.116,4.430,5.275,1,1
50.095,0.2399,1.1819,0.2145,-0.8533,-0.1448,0.5010,1.000,1.000,0.2430,1001.1800,0.2119,2.090,315.291,0.101,4.428,5.276,1,1
50.106,0.2395,1.1824,0.2143,-0.8540,-0.1423,0.5004,1.000,1.000,0.2428,1001.1800,0.2118,1.992,315.276,0.250,4.422,5.276,1,1
50.125,0.2392,1.1826,0.2142,-0.8540,-0.1419,0.5006,1.000,1.000,0.2426,1001.1800,0.2118,1.864,315.238,0.330,4.440,5.300,1,1
50.143,0.2392,1.1826,0.2142,-0.8540,-0.1419,0.5006,1.000,1.000,0.2423,1001.1810,0.2117,1.741,315.167,0.519,4.440,5.300,1,1
50.149,0.2390,1.1828,0.2141,-0.8555,-0.1387,0.4989,1.000,1.000,0.2420,1001.1810,0.2116,1.551,315.034,0.509,4.440,5.300,1,1
50.154,0.2389,1.1829,0.2141,-0.8553,-0.1400,0.4988,1.000,1.000,0.2420,1001.1810,0.2115,1.546,314.998,0.713,4.445,5.303,1,1
50.161,0.2386,1.1829,0.2141,-0.8559,-0.1402,0.4978,1.000,1.000,0.2418,1001.1810,0.2116,1.528,314.959,0.717,4.463,5.318,1,1
50.181,0.2386,1.1829,0.2141,-0.8559,-0.1402,0.4978,1.000,1.000,0.2417,1001.1810,0.2116,1.513,314.902,0.717,4.463,5.318,1,1
50.186,0.2386,1.1829,0.2140,-0.8561,-0.1412,0.4972,1.000,1.000,0.2417,1001.1810,0.2115,1.542,314.843,0.750,4.468,5.322,1,1
50.194,0.2386,1.1829,0.2140,-0.8563,-0.1417,0.4967,1.000,1.000,0.2417,1001.1810,0.2115,1.570,314.805,0.722,4.471,5.324,1,1
50.206,0.2388,1.1824,0.2138,-0.8567,-0.1466,0.4945,1.000,1.000,0.2418,1001.1810,0.2113,1.726,314.705,0.724,4.501,5.350,1,1
50.225,0.2389,1.1822,0.2137,-0.8528,-0.1498,0.5003,1.000,1.000,0.2419,1001.1800,0.2112,1.817,314.649,0.618,4.524,5.399,1,1
50.244,0.2389,1.1822,0.2137,-0.8528,-0.1498,0.5003,1.000,1.000,0.2420,1001.1800,0.2111,1.934,314.598,0.585,4.524,5.399,1,1
50.251,0.2391,1.1821,0.2135,-0.8554,-0.1501,0.4957,1.000,1.000,0.2422,1001.1800,0.2110,1.999,314.581,0.469,4.537,5.429,1,1
50.257,0.2391,1.1820,0.2135,-0.8472,-0.1567,0.5076,1.000,1.000,0.2423,1001.1800,0.2109,2.054,314.568,0.452,4.551,5.477,1,1
50.263,0.2396,1.1820,0.2131,-0.7873,-0.2044,0.5818,1.000,1.000,0.2424,1001.1800,0.2108,1.972,314.524,0.256,4.566,5.508,1,1
50.282,0.2396,1.1820,0.2131,-0.7187,-0.2442,0.6510,1.000,1.000,0.2427,1001.1800,0.2106,1.961,314.492,0.237,4.588,5.519,1,1
50.288,0.2397,1.1821,0.2131,-0.7197,-0.2428,0.6505,1.000,1.000,0.2428,1001.1800,0.2105,1.876,314.443,0.191,4.588,5.519,1,1
50.295,0.2398,1.1821,0.2130,-0.6747,-0.2621,0.6900,1.000,1.000,0.2429,1001.1800,0.2105,1.841,314.419,0.241,4.606,5.521,1,1
50.306,0.2402,1.1823,0.2127,-0.6487,-0.2856,0.7054,1.000,1.000,0.2431,1001.1800,0.2102,1.807,314.396,0.223,4.579,5.529,1,1
50.326,0.2405,1.1824,0.2126,-0.6544,-0.2959,0.6959,1.000,1.000,0.2433,1001.1800,0.2101,1.758,314.377,0.232,4.561,5.528,1,1
50.344,0.2405,1.1824,0.2126,-0.6544,-0.2959,0.6959,1.000,1.000,0.2436,1001.1800,0.2100,1.710,314.360,0.249,4.561,5.528,1,1
50.350,0.2409,1.1825,0.2123,-0.6652,-0.2922,0.6871,1.000,1.000,0.2440,1001.1800,0.2098,1.614,314.360,0.294,4.565,5.522,1,1
50.355,0.2410,1.1826,0.2123,-0.6649,-0.2925,0.6873,1.000,1.000,0.2441,1001.1800,0.2098,1.636,314.364,0.361,4.565,5.522,1,1
50.361,0.2415,1.1827,0.2122,-0.6555,-0.2994,0.6934,1.000,1.000,0.2443,1001.1810,0.2098,1.610,314.390,0.391,4.570,5.527,1,1
