timestamp,gaze_origin_x,gaze_origin_y,gaze_origin_z,gaze_dir_x,gaze_dir_y,gaze_dir_z,left_eye_open,right_eye_open,head_pos_x,head_pos_y,head_pos_z,head_rot_x,head_rot_y,head_rot_z,pupil_diameter_left,pupil_diameter_right,pupil_valid_left,pupil_valid_right
435.095,0.2529,1.0591,0.2009,-0.9702,0.0460,-0.2380,1.000,1.000,0.2614,1001.0570,0.2027,352.461,261.294,358.346,5.376,6.129,1,1
435.105,0.2529,1.0591,0.2009,-0.9704,0.0459,-0.2373,1.000,1.000,0.2613,1001.0570,0.2027,352.460,261.309,358.345,5.345,6.110,1,1
435.123,0.2529,1.0591,0.2010,-0.9705,0.0454,-0.2366,1.000,1.000,0.2613,1001.0570,0.2027,352.453,261.320,358.335,5.359,6.098,1,1
435.141,0.2529,1.0591,0.2010,-0.9706,0.0456,-0.2362,1.000,1.000,0.2613,1001.0570,0.2028,352.477,261.310,358.348,5.371,6.092,1,1
435.147,0.2529,1.0591,0.2010,-0.9707,0.0457,-0.2360,1.000,1.000,0.2613,1001.0560,0.2028,352.472,261.324,358.314,5.371,6.092,1,1
435.152,0.2529,1.0591,0.2010,-0.9706,0.0456,-0.2363,1.000,1.000,0.2614,1001.0560,0.2028,352.463,261.318,358.328,5.356,6.089,1,1
435.161,0.2529,1.0591,0.2010,-0.9708,0.0452,-0.2357,1.000,1.000,0.2613,1001.0560,0.2028,352.475,261.318,358.332,5.350,6.082,1,1
435.178,0.2529,1.0591,0.2010,-0.9708,0.0452,-0.2357,1.000,1.000,0.2613,1001.0560,0.2028,352.477,261.319,358.324,5.351,6.081,1,1
435.184,0.2529,1.0591,0.2009,-0.9708,0.0454,-0.2357,1.000,1.000,0.2614,1001.0560,0.2027,352.462,261.317,358.324,5.351,6.081,1,1
435.194,0.2529,1.0591,0.2009,-0.9708,0.0453,-0.2356,1.000,1.000,0.2614,1001.0560,0.2027,352.467,261.312,358.330,5.354,6.080,1,1
435.205,0.2529,1.0591,0.2009,-0.9708,0.0451,-0.2358,1.000,1.000,0.2614,1001.0560,0.2027,352.460,261.304,358.333,5.349,6.078,1,1
435.225,0.2530,1.0591,0.2009,-0.9708,0.0450,-0.2358,1.000,1.000,0.2614,1001.0560,0.2027,352.455,261.301,358.343,5.344,6.079,1,1
435.244,0.2530,1.0591,0.2009,-0.9708,0.0450,-0.2358,1.000,1.000,0.2614,1001.0560,0.2027,352.453,261.295,358.350,5.344,6.079,1,1
435.250,0.2530,1.0591,0.2008,-0.9708,0.0452,-0.2356,1.000,1.000,0.2614,1001.0560,0.2026,352.446,261.286,358.363,5.345,6.080,1,1
435.261,0.2530,1.0590,0.2008,-0.9708,0.0445,-0.2356,1.000,1.000,0.2614,1001.0560,0.2026,352.460,261.273,358.390,5.333,6.081,1,1
435.278,0.2530,1.0590,0.2008,-0.9709,0.0444,-0.2355,1.000,1.000,0.2614,1001.0560,0.2026,352.471,261.273,358.384,5.347,6.075,1,1
