t,event,bytes_total,bytes_periph,bytes_fovea,cmd_received,gaze_uv,quality_mode,crop_x,crop_y,crop_w,crop_h,delta_ms
1779386640.4208,server_start,0,0,0,,,gaze-p25-f70,,,,,
1779386642.8096,gaze_received,0,0,0,,"0.499,0.499",gaze,,,,,
1779386642.8438,gaze_received,0,0,0,,"0.514,0.523",gaze,,,,,
1779386642.8777,gaze_received,0,0,0,,"0.527,0.546",gaze,,,,,
1779386642.9113,gaze_received,0,0,0,,"0.541,0.569",gaze,,,,,
1779386642.9451,gaze_received,0,0,0,,"0.554,0.591",gaze,,,,,
1779386642.9788,gaze_received,0,0,0,,"0.567,0.613",gaze,,,,,
1779386643.0129,gaze_received,0,0,0,,"0.581,0.635",gaze,,,,,
1779386643.0468,gaze_received,0,0,0,,"0.594,0.657",gaze,,,,,
1779386643.0807,gaze_received,0,0,0,,"0.607,0.678",gaze,,,,,
1779386643.1003,frame_sent,14425,11452,2957,,"0.607,0.678",gaze,288,54,200,200,-271.1
1779386643.1147,gaze_received,0,0,0,,"0.620,0.698",gaze,,,,,
1779386643.1172,frame_sent,13475,11069,2390,,"0.620,0.698",gaze,296,45,200,200,-14.4
1779386643.1488,gaze_received,0,0,0,,"0.633,0.718",gaze,,,,,
1779386643.1559,frame_sent,13119,10968,2135,,"0.633,0.718",gaze,304,35,200,200,2.7
1779386643.1828,gaze_received,0,0,0,,"0.646,0.737",gaze,,,,,
1779386643.2063,frame_sent,12921,10941,1964,,"0.646,0.737",gaze,313,26,200,200,19.2
1779386643.2168,gaze_received,0,0,0,,"0.658,0.755",gaze,,,,,
1779386643.2509,gaze_received,0,0,0,,"0.671,0.772",gaze,,,,,
1779386643.2552,frame_sent,12784,10930,1838,,"0.671,0.772",gaze,329,9,200,200,2.0
1779386643.2846,gaze_received,0,0,0,,"0.683,0.789",gaze,,,,,
1779386643.3079,frame_sent,12834,10997,1821,,"0.683,0.789",gaze,336,1,200,200,19.7
1779386643.3183,gaze_received,0,0,0,,"0.695,0.804",gaze,,,,,
1779386643.3522,gaze_received,0,0,0,,"0.706,0.818",gaze,,,,,
1779386643.3595,frame_sent,12707,11034,1657,,"0.706,0.818",gaze,351,0,200,187,2.8
1779386643.3860,gaze_received,0,0,0,,"0.718,0.832",gaze,,,,,
1779386643.4087,frame_sent,12673,11068,1589,,"0.718,0.832",gaze,359,0,200,180,19.4
1779386643.4201,gaze_received,0,0,0,,"0.729,0.844",gaze,,,,,
1779386643.4539,gaze_received,0,0,0,,"0.740,0.855",gaze,,,,,
1779386643.4574,frame_sent,12599,11072,1511,,"0.740,0.855",gaze,373,0,200,169,2.1
1779386643.4874,gaze_received,0,0,0,,"0.751,0.865",gaze,,,,,
1779386643.5097,frame_sent,12588,11068,1504,,"0.751,0.865",gaze,380,0,200,164,20.0
1779386643.5213,gaze_received,0,0,0,,"0.761,0.874",gaze,,,,,
1779386643.5552,gaze_received,0,0,0,,"0.771,0.881",gaze,,,,,
1779386643.5622,frame_sent,12554,11074,1464,,"0.771,0.881",gaze,393,0,200,157,2.9
1779386643.5890,gaze_received,0,0,0,,"0.781,0.888",gaze,,,,,
1779386643.6124,frame_sent,12537,11083,1438,,"0.781,0.888",gaze,399,0,200,153,20.3
1779386643.6231,gaze_received,0,0,0,,"0.790,0.893",gaze,,,,,
1779386643.6573,gaze_received,0,0,0,,"0.800,0.896",gaze,,,,,
1779386643.6626,frame_sent,12572,11108,1448,,"0.800,0.896",gaze,411,0,200,149,3.3
1779386643.6909,gaze_received,0,0,0,,"0.808,0.899",gaze,,,,,
1779386643.7151,frame_sent,12566,11102,1448,,"0.808,0.899",gaze,416,0,200,148,21.5
1779386643.7245,gaze_received,0,0,0,,"0.817,0.900",gaze,,,,,
