t,event,bytes_total,bytes_periph,bytes_fovea,cmd_received,gaze_uv,quality_mode,crop_x,crop_y,crop_w,crop_h,delta_ms
1779386014.8714,server_start,0,0,0,,,gaze-p10-f85,,,,,
1779386017.2582,gaze_received,0,0,0,,"0.499,0.499",gaze,,,,,
1779386017.2926,gaze_received,0,0,0,,"0.514,0.523",gaze,,,,,
1779386017.3263,gaze_received,0,0,0,,"0.527,0.546",gaze,,,,,
1779386017.3599,gaze_received,0,0,0,,"0.541,0.569",gaze,,,,,
1779386017.3936,gaze_received,0,0,0,,"0.554,0.591",gaze,,,,,
1779386017.4276,gaze_received,0,0,0,,"0.567,0.613",gaze,,,,,
1779386017.4614,gaze_received,0,0,0,,"0.581,0.635",gaze,,,,,
1779386017.4951,gaze_received,0,0,0,,"0.594,0.657",gaze,,,,,
1779386017.5289,gaze_received,0,0,0,,"0.607,0.677",gaze,,,,,
1779386017.5543,frame_sent,11037,7063,3958,,"0.607,0.677",gaze,288,55,200,200,-270.6
1779386017.5630,gaze_received,0,0,0,,"0.620,0.698",gaze,,,,,
1779386017.5671,frame_sent,10233,7002,3215,,"0.620,0.698",gaze,296,45,200,200,-8.7
1779386017.5965,gaze_received,0,0,0,,"0.633,0.717",gaze,,,,,
1779386017.6104,frame_sent,9960,6998,2946,,"0.633,0.717",gaze,304,35,200,200,9.5
1779386017.6304,gaze_received,0,0,0,,"0.645,0.736",gaze,,,,,
1779386017.6624,frame_sent,9799,7004,2779,,"0.645,0.736",gaze,312,26,200,200,29.3
1779386017.6647,gaze_received,0,0,0,,"0.658,0.755",gaze,,,,,
1779386017.6987,gaze_received,0,0,0,,"0.670,0.772",gaze,,,,,
1779386017.7160,frame_sent,9629,7005,2608,,"0.670,0.772",gaze,328,9,200,200,12.9
1779386017.7325,gaze_received,0,0,0,,"0.683,0.788",gaze,,,,,
1779386017.7668,gaze_received,0,0,0,,"0.695,0.804",gaze,,,,,
1779386017.7668,frame_sent,9621,7011,2594,,"0.683,0.788",gaze,336,1,200,200,30.0
1779386017.8009,gaze_received,0,0,0,,"0.706,0.819",gaze,,,,,
1779386017.8175,frame_sent,9322,7016,2290,,"0.706,0.819",gaze,351,0,200,186,13.2
1779386017.8349,gaze_received,0,0,0,,"0.718,0.832",gaze,,,,,
1779386017.8678,frame_sent,9434,6983,2435,,"0.718,0.832",gaze,359,0,200,180,30.5
1779386017.8688,gaze_received,0,0,0,,"0.729,0.844",gaze,,,,,
1779386017.9028,gaze_received,0,0,0,,"0.740,0.855",gaze,,,,,
1779386017.9181,frame_sent,9365,6991,2358,,"0.740,0.855",gaze,373,0,200,169,13.2
1779386017.9366,gaze_received,0,0,0,,"0.751,0.865",gaze,,,,,
1779386017.9706,gaze_received,0,0,0,,"0.761,0.874",gaze,,,,,
1779386017.9706,frame_sent,9247,6968,2263,,"0.761,0.874",gaze,386,0,200,160,-1.9
1779386018.0045,gaze_received,0,0,0,,"0.771,0.882",gaze,,,,,
1779386018.0230,frame_sent,9269,6944,2309,,"0.771,0.882",gaze,393,0,200,156,16.5
1779386018.0384,gaze_received,0,0,0,,"0.781,0.888",gaze,,,,,
1779386018.0726,gaze_received,0,0,0,,"0.791,0.893",gaze,,,,,
1779386018.0732,frame_sent,9238,6926,2296,,"0.791,0.893",gaze,406,0,200,151,-1.3
1779386018.1063,gaze_received,0,0,0,,"0.800,0.896",gaze,,,,,
1779386018.1246,frame_sent,9180,6886,2278,,"0.800,0.896",gaze,411,0,200,149,16.2
1779386018.1400,gaze_received,0,0,0,,"0.808,0.899",gaze,,,,,
1779386018.1738,gaze_received,0,0,0,,"0.817,0.900",gaze,,,,,
1779386018.1757,frame_sent,9244,6880,2348,,"0.817,0.900",gaze,422,0,200,148,0.0
1779386018.2077,gaze_received,0,0,0,,"0.825,0.899",gaze,,,,,
1779386018.2304,frame_sent,9283,6894,2373,,"0.825,0.899",gaze,427,0,200,148,17.8
1779386018.2418,gaze_received,0,0,0,,"0.833,0.898",gaze,,,,,
1779386018.2756,gaze_received,0,0,0,,"0.840,0.895",gaze,,,,,
1779386018.2789,frame_sent,9296,6892,2388,,"0.840,0.895",gaze,437,0,200,150,0.6
1779386018.3094,gaze_received,0,0,0,,"0.847,0.890",gaze,,,,,
1779386018.3311,frame_sent,9338,6880,2442,,"0.847,0.890",gaze,441,0,199,152,18.4
1779386018.3433,gaze_received,0,0,0,,"0.853,0.885",gaze,,,,,
1779386018.3771,gaze_received,0,0,0,,"0.859,0.878",gaze,,,,,
1779386018.3820,frame_sent,9297,6882,2399,,"0.859,0.878",gaze,449,0,191,158,1.5
