TrialID,Scenario,Condition,StartTime,EndTime,DurationSeconds,Success,Collisions,BlinkRatePerMin
1,Navigation,UniformQ50,15:34:50.495,15:36:28.877,98.40,1,0,0.00
3,Navigation,Foveated_90_5,15:38:33.516,15:41:21.298,167.80,1,0,1.07
4,Navigation,InverseFoveated_5_90,15:49:08.878,15:51:23.678,134.82,1,0,0.00
